text,date,title,rating,product name
"
  Purchased this for my son. He always wears a medium. The medium ran more like a small. There should be a description in the sizes.
","Reviewed in the United States on November 12, 2019",Sizes run small,2,Amazing Spider-Man 2 Second Skin Suit
"
  My son loves this!!!! But I’d say it runs small in size. He’s 8 yo - 5’2” and 120, I ordered a medium and it just fits.
","Reviewed in the United States on June 30, 2018",My son loves this!!!! But I’d ...,5,Amazing Spider-Man 2 Second Skin Suit
"
  I just received my package, upon opening to check it out. It was very apparent it had been previously used/worn before we received it. The feet, knees and hands are scuffed up, dirty with a hole in the hand. Very disappointing, my 17 yr old son was going to wear this to a Halloween party Saturday.
","Reviewed in the United States on October 29, 2020",Dissatisfied,1,Amazing Spider-Man 2 Second Skin Suit
"
  I'm 5'7"" and a very fit 170.  I bought the medium which is is skin tight and like a second skin.  It fits perfectly although a little tight at the ankles.  It looks like something much more expensive.  I like that you can see thorough the white eyes and drink through the mesh mouth area.
","Reviewed in the United States on September 27, 2017",Second skin fits perfectly,5,Amazing Spider-Man 2 Second Skin Suit
"
  I read a few reviews before I purchased this but I havent ran into any issue as of yet. I did read about the zipper difficulty but just a little bit of effort and you'll get it all set. Or if you have someone to just zip the back but I was able to do it by myself. Med size fit me for a thin build 5'10 / 140lbs. Your eyes remain pretty well hidden in the white eyes of the suit. The mouth area is thinner, but not very visible either. I believe it says so you can drink through it. Overall good costume
","Reviewed in the United States on March 19, 2015",Your eyes remain pretty well hidden in the white eyes of the suit,5,Amazing Spider-Man 2 Second Skin Suit
"
  To small got a bigger size and my son had a hard time putting it on
","Reviewed in the United States on December 29, 2019",Run small,2,Amazing Spider-Man 2 Second Skin Suit
"
  The costume was nice, but the head piece was way too small.  Unwearable. Returned.
","Reviewed in the United States on October 15, 2019",Abnormally small headpiece,2,Amazing Spider-Man 2 Second Skin Suit
"
  Really nice costume the problem is that it was very thinly made and would show what is worn or not worn under the costume.
","Reviewed in the United States on May 20, 2020",Thin but nice design,3,Amazing Spider-Man 2 Second Skin Suit
"
  Zipper broke in the first night wearing it. Was a tad short in length and too baggy. Would have prefered the detaced mask. Incoventient to take off.
","Reviewed in the United States on December 15, 2018",Poor quality,2,Amazing Spider-Man 2 Second Skin Suit
"
  Sad to say. . .this costume was poorly made and did not hold up at all. I guess you get what you pay for sometimes. It arrived and out of the box we noticed one of the legs had a cut in the fabric. The zipper was flimsy and broke after trying it on. I would have returned it, but it was needed for a class assignment and we had to make due. Flimsy is the word for this one. I won't be purchasing another item from this seller.
","Reviewed in the United States on October 31, 2018",Damaged From the Start,2,Amazing Spider-Man 2 Second Skin Suit
"
  REALLY cute costume.  Sadly, the sizing is super weird.  If you read the reviews, it's a total mixed bag.  My teenage daughter is petite (similar in body type as one of the reviewers pictured) but the costume was horrible huge.  We had to return it.
","Reviewed in the United States on May 10, 2018",Sizing a challenge.,4,Amazing Spider-Man 2 Second Skin Suit
"
  Used for a charity run and it made kids smile and people driving past honk at me. I’ve worn it a few time since for various events and such and it’s held up perfectly!
","Reviewed in the United States on June 3, 2018",Great costume!,5,Amazing Spider-Man 2 Second Skin Suit
"
  It looks incredible.  Fits a little bit small, so make sure you follow the size chart and maybe go over if you're in between sizes.  The zipper in the back is really difficult to get too with one person, so having assistance will get the thing on much quicker.  Once it's on though, you look identical to spiderman's original costume including the red spider on the back.  Oh, and it's a bit difficult to see out of, but not too bad. I'm pretty happy with it, all things considered.
","Reviewed in the United States on June 24, 2015",Very nice costume overall,4,Amazing Spider-Man 2 Second Skin Suit
"
  Its warm to use and the facemask runs a bit small. But it's pretty cool to become a superhero!
","Reviewed in the United States on December 22, 2019",Fun,5,Amazing Spider-Man 2 Second Skin Suit
"
  Delivery time was fast but the product is poorly made. The zipper wouldn’t zip close. The thread separated in between the thigh area. For the price I would thought it would be better made, I should’ve just went to my local store. Don’t recommend unless you are desperate and are out of options.
","Reviewed in the United States on February 6, 2019",Costume runs about 2 size small and poorly sewn,1,Amazing Spider-Man 2 Second Skin Suit
"
  Breathable material. Stretches. Easy to put on and take off. Material is not weak so it does not rip easily.
","Reviewed in the United States on November 29, 2018",Great costume!,5,Amazing Spider-Man 2 Second Skin Suit
"
  Hilariously under-sized, and one thigh was partly sewn shut. The mask has weird mesh fabric crudely sewn in the nose and eye areas, which tore the first time I attempted to put it on.Fortunately I was using this for a specific cosplay, and cut the arms and legs off.
","Reviewed in the United States on May 1, 2019",You get what you pay for..,2,Amazing Spider-Man 2 Second Skin Suit
"
  Bought it for my 13 year old he's 5'8 weighs 110  just barely fit him he wore it most of the day
","Reviewed in the United States on November 21, 2018",Fits like a second skin,5,Amazing Spider-Man 2 Second Skin Suit
"
  This is a great Spider-Man costume for the price. It's a bit larger than expected though! I got a medium and my actor was 5'7 and it bunched up in the back where the zipper was. Still, it does what I need it too. Maybe I just need to get a taller actor!
","Reviewed in the United States on July 23, 2016",Great for the price,5,Amazing Spider-Man 2 Second Skin Suit
"
  This suit is a one-time use kind of costume for sure. A medium only fits if you are about 5'3 (I'm 5'5 and the zipper broke after I wore it once pulling it over my head). I'm a small person but this costume was meant for even smaller. Great costumer if it fits you in exactly all the right places.
","Reviewed in the United States on September 8, 2018",Great costumer if it fits you in exactly all the ...,4,Amazing Spider-Man 2 Second Skin Suit
"
  Outstanding suit, as long as you don’t idiotic force the zipper and break it, you’re completely fine. The feet are too small, like size 7 with minimal stretching. Even so, this suit has been through a play, a few parties, and even a cosplay airsoft game, and it’s still in good condition.
","Reviewed in the United States on May 7, 2018","Fantastic in general, just small feet.",4,Amazing Spider-Man 2 Second Skin Suit
"
  Costume itself is great but the zipper is TRSH i purchased a M fit a bit small went with L fit a little better but zipper broke on both i only purchased a second costume because i needed it for my sons birthday surprise but trust me ZIPPER IS GOING TO BREAK ON YOU
","Reviewed in the United States on July 20, 2020",Bad zipper,1,Amazing Spider-Man 2 Second Skin Suit
"
  The costume itself is hard to find the correct sizing on. You might want to order a size larger than you would normally. I am a thin medium everything (American sizing), and I had to buy a large to get the height right.
","Reviewed in the United States on March 28, 2017",Great product - careful with sizing,4,Amazing Spider-Man 2 Second Skin Suit
"
  I like it and love it but I have an issue with the mask. It fits and it looks awesome but it's tight around the eyes making it very blurry and hard to see out of. Does anyone know a quick fix I can do without cutting the white parts out. I was thinking of trying to find some clear glasses and taking out the lenses and modding the mask so the white part doesn't fit so tight around the eyes.
","Reviewed in the United States on October 3, 2016",Great suit and love how it looks and fits BUT problem with seeing out of mask...,4,Amazing Spider-Man 2 Second Skin Suit
"
  Too tight, not a great quality stitches, comes in smaller size than expected
","Reviewed in the United States on October 24, 2019",Too small,3,Amazing Spider-Man 2 Second Skin Suit
"
  We got a huge laugh, and precious memories came flooding back when my adult son opened this spiderman suit on Christmas! When he was 4/5 I bought him one. He was crazy over spiderman. He flung webs over every one, and climbed all over everything!!
","Reviewed in the United States on December 26, 2019",Product came soooo fast!,5,Amazing Spider-Man 2 Second Skin Suit
"
  Good suit, just a bit see through in areas where it stretches too much. But a fair price for the costume.
","Reviewed in the United States on August 31, 2018","Good suit, just a bit see through in areas ...",4,Amazing Spider-Man 2 Second Skin Suit
"
  This product arrived with the zipper pull missing completely. Also there were snags and stitching already already frayed where the neck attached to the head part. We were very disappointed.
","Reviewed in the United States on December 25, 2019",Horrible quality.,1,Amazing Spider-Man 2 Second Skin Suit
"
  I ended up returning this because it was really small and it isn't really made for adult hands and feet. I really really wanted this costume to work for Halloween (2015) but alas it just fit awkwardly..I am 5'10 150 lbs and the medium was tight on me. I couldn't really fully zip up the back without worrying that I would tear it apart.The hands, as someone else had mentioned, had finger space of about two inches before the webbing started to go to the next finger...I don't know about you, but children are the only people I know with two inch fingers.The feet were really small. I don't have big feet for a guy...wear a men's size 9 and my feet are narrow, but I couldn't even squeeze my feet into them, once again, they felt like they were made for children.The packaging says recommended height of 5'3""I would avoid buying this unless you buy a size or two bigger, but even then you're going to have weird looking baby hands. The costume itself looked decent, the fit was just all wrong and not made for Americans.Review Disclaimer: I did not receive this product discounted nor was I asked to review it by the seller. I am merely posting this review in hopes to aid others in their decision making process and what size to get.
","Reviewed in the United States on March 28, 2016","Look was great, fit was terrible.",2,Amazing Spider-Man 2 Second Skin Suit
"
  Thrilled that the costume came quickly and in good condition! Exactly what's it looks like and if you want a Spider-Man costume, this is it! Just be careful, it is this material! while watching videos of the party we realized the costume was very see through around the bottom and legs.
","Reviewed in the United States on May 29, 2016",Awesome costume!,4,Amazing Spider-Man 2 Second Skin Suit
"
  Great buy! Runs small, tore at the seams. Purchased for a 5'5"" in shape male Medium size. Stretchy enough for a Large to fit nicely if you're considering purchasing and deciding in btw sizes. Size up.
","Reviewed in the United States on November 12, 2016",Great buy! Runs small,4,Amazing Spider-Man 2 Second Skin Suit
"
  Looks great and comfortable to wear. The only cons are the eyes are a little hard to see through and you have to pull your arms all the way out of the costume to have your bare hand exposed to use your phone and what not. Other than that I'm very pleased with the product.
","Reviewed in the United States on July 30, 2018",Fits Great,4,Amazing Spider-Man 2 Second Skin Suit
"
  Ordered for my son this Halloween, all the drummers in band were going as Spiderman. We were iffy on if it would fit and used the size chart to figure out the size. Thankfully it was accurate and we received it on time.
","Reviewed in the United States on January 3, 2019",Perfect fit!,5,Amazing Spider-Man 2 Second Skin Suit
"
  My brother in law wore this to be Spiderman at my son's birthday party. He was a huge hit and the kids loved it! The costume is very tight and men have to be creative at keeping it G-rated, but overall it's a great costume and completely worth the price.
","Reviewed in the United States on September 21, 2016",Perfect!,5,Amazing Spider-Man 2 Second Skin Suit
"
  The quality of the costume its good and to be Medium its XSmall it's seems to be to a kid and its not for a men and i order for men
","Reviewed in the United States on August 20, 2018",The quality of the costume its good and to be Medium its XSmall it's seems to ...,1,Amazing Spider-Man 2 Second Skin Suit
"
  bought a medium for my 12 year old boy (5'3"" 115lbs)  I was afraid it would be too long but it fit perfectly.  He wanted a second skin costume and it fit just like he wanted.  If you are looking for room to grow i just going up a size.
","Reviewed in the United States on January 3, 2017",He wanted a second skin costume and it fit just like he wanted,5,Amazing Spider-Man 2 Second Skin Suit
"
  The head was not made for an adult head but the body was. Ripped immediately
","Reviewed in the United States on December 11, 2019",Cheap,1,Amazing Spider-Man 2 Second Skin Suit
"
  It doesn’t look or feel good to wear. The suit fits a bit tight, and my only gripe is that it doesn’t look good. It doesn’t make you feel like Spider-Man, like a good Spider-Man  costume should.
","Reviewed in the United States on January 20, 2019",Not a good Spider-Man Suit,2,Amazing Spider-Man 2 Second Skin Suit
"
  Way too small, large fits a 5’4” person (at most).
","Reviewed in the United States on December 30, 2019","Too small, not stretchy",1,Amazing Spider-Man 2 Second Skin Suit
"
  Is defected.  A soon wear it  White color Eyes  is broked. I will line to exchange for x large. Because is to tide I want to return this iron
","Reviewed in the United States on September 10, 2018",Is defected. A soon wear it White color Eyes ...,1,Amazing Spider-Man 2 Second Skin Suit
"
  This is an amazing suit!! It honestly fit almost perfect but was just a bit short in the groin. Bought for my son who is about 5'11 and 155-160 lbs. the quality of this is incredible though.
","Reviewed in the United States on February 16, 2017",Absolutely amazing!,5,Amazing Spider-Man 2 Second Skin Suit
"
  Very nice costume, well made. Just make sure you get the right size.
","Reviewed in the United States on May 14, 2020","I am 5'8"" 165lbs. The medium is too small if you have an athletic build or broad shoulders.",5,Amazing Spider-Man 2 Second Skin Suit
"
  I like it....very fun..I'm 55 and love to tussle with the kids im 5'11 155 fits me well! Of course it helps to work out 5 days/week, do cardio, and play tennis regularly. But hey guys..it can be revealing, so wear appropriate undergarment.
","Reviewed in the United States on May 27, 2018",Life of the part for children!,5,Amazing Spider-Man 2 Second Skin Suit
"
  I returned because the middle of the costume was very loose.
","Reviewed in the United States on December 11, 2019",Wasnt a good fit,4,Amazing Spider-Man 2 Second Skin Suit
"
  It would totally be five stars if the size guide was right. I’m 5’ 120 pounds and the M was snug. Super right on thighs and baggy in other places. Oh well.... gunna order a large and see how it fits :) besides the sizing though it’s amazing 😏
","Reviewed in the United States on October 17, 2018",Sizing is so wrong,3,Amazing Spider-Man 2 Second Skin Suit
"
  My son loved it!!
","Reviewed in the United States on December 11, 2018",Awesome,5,Amazing Spider-Man 2 Second Skin Suit
"
  I did not get the correct costume as shown in picture. The one I received has a built in chest piece and no gloves. Not only was this the wrong product but the product and the bad it came in looks like it’s been sitting in someone’s closet for 10 years. The bag is mutilated the card board picture is ripped wrinkled torn and it was wadded up in a ball.
","Reviewed in the United States on March 6, 2018",USED & wrong product,1,Amazing Spider-Man 2 Second Skin Suit
"
  Great costume I am 5'-6"" and ordered the large which I had a rough time fitting into. I am 175 pounds so the costume fit tight on the legs and butt area. Liked the costume though!
","Reviewed in the United States on November 5, 2015",Order large and good costume,4,Amazing Spider-Man 2 Second Skin Suit
"
  Well made very nice
","Reviewed in the United States on November 7, 2018",Spider-Man,5,Amazing Spider-Man 2 Second Skin Suit
"
  Good gift.
","Reviewed in the United States on December 17, 2018",What I needed,5,Amazing Spider-Man 2 Second Skin Suit
"
  Awesome! Great price, separate mask
","Reviewed in the United States on January 29, 2019",Marvel Great!,5,Amazing Spider-Man 2 Second Skin Suit
"
  I wasn't expecting much, and for what it was the suit was fine. The zipper broke the second time I put it on, however. The teeth no longer hold together, so the suit is useless now.
","Reviewed in the United States on October 31, 2019","I expected little, but the zipper is awful",1,Amazing Spider-Man 2 Second Skin Suit
"
  awesome but there is size chart that is not shown enywhere here except on the package. im 5`9"" so medium si a bit small for me but my gf was pretty happy wearing it, that was fun
","Reviewed in the United States on December 11, 2016",awesome but there is size chart that is not shown ...,5,Amazing Spider-Man 2 Second Skin Suit
"
  My buddy's girlfriend complained about my bulging crotch and ass in this thing, so be ready for that. Tight fit was pretty damn comfortable, but after a night of abuse I wound up tearing the crotch. Still wore it again the next year with a bathing suit over it as ""Tropical Spidey"" Worth it.
","Reviewed in the United States on February 21, 2018",Comfy costume that runs a little small,4,Amazing Spider-Man 2 Second Skin Suit
"
  Way to small.  To tight
","Reviewed in the United States on April 22, 2019",To small,1,Amazing Spider-Man 2 Second Skin Suit
"
  The suit itself was amazing, but it was such a hassle to put on. It took three people to get the zipper working, which kept snagging on the fabric. The head was way too small, but the rest of the body fit perfectly. Such a shame, whenever I could squeeze into it, it was a big hit.
","Reviewed in the United States on June 28, 2018",Fitting Errors,2,Amazing Spider-Man 2 Second Skin Suit
"
  Did not fit great, but still worked out
","Reviewed in the United States on May 3, 2018",Three Stars,3,Amazing Spider-Man 2 Second Skin Suit
"
  the costume is awesome however I'm 5'5 130 pounds and a medium didn't fit me. I ended up getting an XL and that was a little big but wayy better then the medium and large
","Reviewed in the United States on June 29, 2018",im 5'5 130 pounds and medium or large didnt fit,3,Amazing Spider-Man 2 Second Skin Suit
"
  The size chart that came with the product is different than any size chart I could find online. I couldn't fit into any part of the costume, so I gifted it to a kid that likes spider man.
","Reviewed in the United States on December 29, 2015",The size chart that came with the product is different ...,3,Amazing Spider-Man 2 Second Skin Suit
"
  This is made for people who are very skinny. I'm 5'8 235 lbs, and the medium was too short and too skinny. Lucky I was decorating a dummy in it for halloween, so size was insignificant. Get a size larger than what you'd normally wear. The quality is good for a $30 costume. It's by no means a professional looking costume. Cos players at comic conventions would laugh at it. But this is probably about as good as it gets for the price.
","Reviewed in the United States on October 7, 2016",The quality is good for a $30 costume,4,Amazing Spider-Man 2 Second Skin Suit
"
  Item was purchased and the zipper was completely broken. It was useless. It was also a gift so it was purchased early and now I’m not sure if it can even be returned. Very disappointed.
","Reviewed in the United States on March 1, 2020",Product arrived in bad condition,1,Amazing Spider-Man 2 Second Skin Suit
"
  My Son and all his friends love it when I get this thing out and become spiderman. Nice quality I would buy again.
","Reviewed in the United States on October 2, 2017",Spiderman shinanigans,5,Amazing Spider-Man 2 Second Skin Suit
"
  Arrives on time very fast. Excellent quality product exactly as described. I bought the size adult medium for my 12 year old boy who is 5 feet 2 inches and 120 pounds
","Reviewed in the United States on August 7, 2016","Great product, great value",5,Amazing Spider-Man 2 Second Skin Suit
"
  My husband will be dressing up as Spider Man for my daughter's birthday. When he put this on, my jaw dropped. It fits just like it should and he looks like the real thing. Love it!
","Reviewed in the United States on January 15, 2016",It fits just like it should and he looks like the real thing,5,Amazing Spider-Man 2 Second Skin Suit
"
  Not as decribed
","Reviewed in the United States on October 30, 2018",Do not go by size nor how it loiks in advertising,1,Amazing Spider-Man 2 Second Skin Suit
"
  Just goy so i have to strech it  out a it here and there but It is really cool! I''m 5 '4 so it's a little snug for medium but large would be too loose. Must resist making web shooters.
","Reviewed in the United States on October 9, 2015",Nice fit.,5,Amazing Spider-Man 2 Second Skin Suit
"
  Looks great but the zipper separated from the costume the first and only time i wore it. Other than that the costume was as expected and arrived sooner than expected.
","Reviewed in the United States on February 13, 2016",Looks great but the zipper separated from the costume the first ...,4,Amazing Spider-Man 2 Second Skin Suit
"
  When I ordered this and receive the first one it fit my grandson perfectly. However, I got another order for the same costume. This happened with three of the costumes I ordered. Not sure why I received double orders.  Again I would like to return the doubles even though the return window is closed.
","Reviewed in the United States on December 14, 2017",Again I would like to return the doubles even though the return window ...,5,Amazing Spider-Man 2 Second Skin Suit
"
  Ordered medium arrived that wouldn't fit a 12 year child. 30 waist 170 height. 170 kg need to get size correct
","Reviewed in the United States on November 14, 2019",Size,1,Amazing Spider-Man 2 Second Skin Suit
"
  I looked at a number of bee costumes on Amazon and this was one of the most expensive BUT reading the descriptions of the others, it looked like they were vinyl apron-like garments that tie off at the shoulders. This one is a fabric (though a very cheap knitted fabric) shirt/tunic made to be worn over a long-sleeved shirt.  It also comes with the leggings, a nice touch. It is VERY roomy!  I am 5'8"" tall & 175 lbs and it is very large on me, though not a problem because I didn't get it to look sexy.  I would have given it 5 stars, except the headband with the antennae is very poorly put together & guaranteed to break before the Halloween party is over. One of the antennae was detached before I even got it out of the package. I didn't send it back because I was able to reinforce it adequately with a black pipe cleaner. So - 1 star for poor antenna design/quality control. I completed the costume with a pair of the bee-eyes glasses, a black long-sleeved T shirt, and a pair of black leggings.
","Reviewed in the United States on September 24, 2019",pretty good; flimsy antennae,4,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  For the price, I'm not quite happy. One antenna's yellow fluffy circle is broken upon arrival. I ordered a bigger one expecting to be comfortable, and the body cover is... but the leg warmers are tight on my arms and will not go on my legs, they're quite small and not very stretchable. The wings attach with Velcro. If this is the only thing in this size you can find, then so be it. But it left much to be desired. I'd return it but I didn't keep the packaging.
","Reviewed in the United States on October 23, 2017",Mmmm,2,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  I was worried that the quality of this costumer might not be too great, but with the free return shipping I figured I would give it a go. When it came in I was very happy with the quality! It isn't see through, the wings stick to the costume very well with velcro. The velcro was a very nice touch so that I didn't have to wear the elastic that cuts into your arm pits. I wore this costumer for two events and the wings were taken on and off several times with no issue with the velcro. The leg warmers were perfect and stretchy if you have bigger calves. The headband was comfortable too. I wish they were bendy so they didn't stand up straight, but they were cute non the less!
","Reviewed in the United States on November 11, 2019",Super Cute Bee Costume!,5,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  Such a cute costume. Love love love it.
","Reviewed in the United States on December 15, 2019",The best costume,5,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  Very cute.  I'm adding some bubble wrap to the costume to make a very fluffy bumble bee.
","Reviewed in the United States on October 17, 2018",Stripes Galore,5,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  I am 3 months post partum and was not looking forward to Halloween due to the limited womens costumes that would accommodate my body. I LOVE this costume. It is versatile, comfortable, oddly flattering. I wore with leggings and it was perfect.I am 5'7"" and 200#.**add on** - The leg warmers FIT! I have large calves and require to buy xwide calf boots. These slip on with ease and stay on! I am over the moon happy with these!!!The scrunch on the bottom allows you to make it more sexy and get closer to your butt, or make it longer for more of a conservative attire (good for work). Highly recommending.One problem, the antenna came broken, but its nothing to complain about, removed one start because of that.
","Reviewed in the United States on October 31, 2019",Very cute - a lot of compliments,4,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  Giving two stars because it was so cheap I should have known it wouldn't be great... First of all, the headband came broken (one antenna was completely detached from the band with no good way to fix it), and second of all it is wildly unflattering. The model looked cute in it, but it really just fits like a huge trash bag with holes in it for your arms and head. You definitely are getting what you pay for with this. It is not the worst thing ever, it just isn't great. I could forgive it a bit if the headband wasn't broken.
","Reviewed in the United States on October 23, 2019",Headband came broken,2,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  This costume is perfect for a Mommy halloween costume! Comfy, warm and very cute
","Reviewed in the United States on October 4, 2017",Love it,5,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  I wore this to work for a Halloween costume.  I received lots of votes and compliments!
","Reviewed in the United States on January 19, 2019",Perfect for Halloween Contest,5,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  Super cute. I wore it with a yellow wig, long sleeve tee and leggings. Very comfortable all night.
","Reviewed in the United States on November 27, 2019",Great costume,5,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  This is the absolute cute costume  I am going as a murder hornet for Halloween 2020 and this is the perfect outfit. I'm a size 20, 5'4. I ordered the plus sized and its a big big, but thats what I was hoping for. It is easy to put on, easy to wear and super cute. well, not a hot costume, and breathable material makes it easy to layer. The wings are a bit flimsy where they attach but thats an easy fix. 10/10.
","Reviewed in the United States on October 18, 2020",Perfect cute costume,5,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  The costume arrived on time and in good condition and looked exactly like the picture. I wore a long sleeve black t-shirt and black leggings under it, and used the leg warmers on my arms, as they were too small to wear on my legs. (I bought some yellow ribbon to pin around my leggings to create stripes on my legs.) At a Halloween party at work, it was voted the best costume. When I wore it to hand out candy on Halloween night,  little kids were thrilled (""Mom, a bumblebee gave me candy!"") and their parents laughed. I'm 5'2"" and it was plenty roomy and comfortable, even when sitting in a chair at my office. Surprisingly, even though it's large it made me look slimmer, which is great!  A couple of friends borrowed the costume for parties - one is about 5 feet tall and probably 180 pounds; the other is about 5'7"" and a bit over 200 pounds, and it fit both of them fine.  Definitely a good buy. (Also - It easily packs up in a small box, and doesn't take up much room in the closet, which is nice.)
","Reviewed in the United States on November 5, 2019",Great costume,5,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  I bought this and it was just as the good reviews said it would be. Fit well, looked good, was comfortable, nicer material than the cheaper ones. The headband was intact. there was nothing wrong with it. I got a larger size because the Halloween party was outside so I wore layers under it. I put the large bubble wrap around the bottom which made it stand out and look good. I was very pleased.
","Reviewed in the United States on December 26, 2019",No complaints looked good.,5,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  I used this as my 2019 Halloween costume. I wore it for a total of 18 hours at work and at parties and it was very warm which I appreciated so much since it was freezing and raining. I got many compliments on how cute it was and it was so easy to put on. I have crazy thick calves that most things can't fit but these leg warmers fir perfectly.
","Reviewed in the United States on April 23, 2020",Happy Buzzy Bee,5,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  Fits well, cute wings, cute antennas, cute leg warmers 😁 I'd recommend a long sleeve black shirt and some black tights to go with it.
","Reviewed in the United States on October 22, 2018",Awesome,5,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  Fits! I’m 2x plenty of room to move and groove! Hubby went as a beekeeper we had a blast!
","Reviewed in the United States on October 26, 2019",Bee a bee!,5,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  Looks just like the photo. Great colors. Good material. Good design. Easy.
","Reviewed in the United States on October 1, 2018",LOVE IT!,5,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  Super cute costume for our Preschool mascot ! Very nice quality and very comfortable 👍
","Reviewed in the United States on September 16, 2019",Beeutiful,5,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  The quality is typical of most costumes you'd find in the store.  The tunic is thin, but adequate.  I generally wear XL, but ordered the 2XL, and it is quite roomy.  I plan to ""stuff"" the tunic with pillows to give me that plump bee body.  I would have rated this higher, except that it did NOT come with leg warmers, as advertised.  I'm pretty bummed about that.
","Reviewed in the United States on October 13, 2020",No Leg Warmers,2,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  Ordered this because in the description it said it came with the leg warmers. It was more expensive that the ones that did not come with leg warmers and that is why I went with this one. The packaging did not list the leg warmers and there were none in the package. Very disappointed that the description and the end product differ. Now I have to spend more on socks.
","Reviewed in the United States on October 1, 2020",Did not come with leg warmers,1,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  Ok - I like the costume... it’ll work well for the intended purpose.  What I didn’t like is that leg warmers that it says it come with we’re not in the package...I tried to contact the seller and have gotten no response with is why I am giving this a lower rating....I’ve had to purchase those separately now.
","Reviewed in the United States on October 18, 2020",Not all the stated pieces arrived.,2,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  This was comfy & cute.  The wings were a little bit of a pain when going through doorways but worth it.
","Reviewed in the United States on November 28, 2018",So many compliments!,5,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  This is advertised as coming with striped leg warmers and is shown in the picture. IT DOES NOT HAVE LEG WARMERS . No where are you told this is an error UNLESS you contact them after you receive it. They offer you a 20% refund or a full refund after the hassle of having to return.
","Reviewed in the United States on October 17, 2020",Does not come as pictured and they know it!,3,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  I bought this last minute for our office party and I got so many compliments about it. I comes with the costume, leg warmers, wings, headband it was perfect. It fit me a little big I just didn't want it to be too tight but over all it was perfect.
","Reviewed in the United States on January 20, 2020",Cute Costume,5,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  It's a very cute costume---I'm going to wear it to work at halloween time.  But the description clearly states that it comes with leggings, and I didn't get any leggings with my costume.  I have read other reviews for this costume that say the same thing.
","Reviewed in the United States on September 23, 2020",It's supposed to come with leg warmers--mine didn't.,4,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  Beyond pissed upon receiving my costume, the headband antenna was broken and NO LEGWARMERS came with my order. It clearly states in description that legwarmers are included! This has ruined my entire event!!! 🤯
","Reviewed in the United States on October 3, 2020",TOTALLY DISGUISED!!!,1,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  Cute outfit. Body is thin but comfortable over clothes and cute! Wings stayed in place well. Headband arrived with one antenna broken but easily repaired with a glue gun. Overall easy to relax in.
","Reviewed in the United States on October 20, 2020",Comfortable costume,5,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  This is a very easy to wear costume. Comfortable and can wear thick sweater underneath or wear at work. I gave it 3 stars because it did not come with the leg warmers as it stated it was part of the costume pieces.
","Reviewed in the United States on October 18, 2020",Cute and comfy but missing items,3,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  I always worry about sizing when buying online. This was true to size! The tunic was very long and had plenty of room. The leg warmers actually fit my athletic calves. The costume was very cute!
","Reviewed in the United States on November 3, 2019",Perfect!,5,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
"
  The costume itself is decent quality, exactly as described, HOWEVER the legwarmers are NOT included.  When I spoke with customer service they were not helpful since the product is sold by Party City.
","Reviewed in the United States on September 4, 2020",NO LEGWARMERS,3,"AMSCAN Darling Bee Halloween Costume for Women, Plus Size, with Included Accessories"
